chromium_test_path,area,ported,our_test_id,pixel_result,mismatch_pct,failure_category,dependency
wpt/css_backgrounds/background-clip-009,css_backgrounds,yes,wpt/css_backgrounds/background-clip-009,pass,0.00,,
wpt/css_backgrounds/background-clip-010,css_backgrounds,yes,wpt/css_backgrounds/background-clip-010,pass,0.00,,
wpt/css_backgrounds/background-clip-color,css_backgrounds,yes,wpt/css_backgrounds/background-clip-color,pass,0.00,,
wpt/css_backgrounds/background-clip-color-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip-color-ref,fail,0.37,sp12_layout_bug,
wpt/css_backgrounds/background-clip-color-repaint-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip-color-repaint-ref,pass,0.00,,
wpt/css_backgrounds/background-clip-content-box,css_backgrounds,yes,wpt/css_backgrounds/background-clip-content-box,fail,0.01,sp12_layout_bug,
wpt/css_backgrounds/background-clip-content-box-001,css_backgrounds,yes,wpt/css_backgrounds/background-clip-content-box-001,pass,0.00,,
wpt/css_backgrounds/background-clip-content-box-002,css_backgrounds,yes,wpt/css_backgrounds/background-clip-content-box-002,pass,0.00,,
wpt/css_backgrounds/background-clip-content-box-with-border-radius-002,css_backgrounds,yes,wpt/css_backgrounds/background-clip-content-box-with-border-radius-002,fail,0.49,sp12_layout_bug,
wpt/css_backgrounds/background-clip-content-box-with-border-radius-003,css_backgrounds,yes,wpt/css_backgrounds/background-clip-content-box-with-border-radius-003,fail,0.99,sp12_layout_bug,
wpt/css_backgrounds/background-clip-padding-box-001,css_backgrounds,yes,wpt/css_backgrounds/background-clip-padding-box-001,pass,0.00,,
wpt/css_backgrounds/background-clip-padding-box-with-border-radius,css_backgrounds,yes,wpt/css_backgrounds/background-clip-padding-box-with-border-radius,fail,0.00,sp12_layout_bug,
wpt/css_backgrounds/background-clip-padding-box-with-border-radius-002,css_backgrounds,yes,wpt/css_backgrounds/background-clip-padding-box-with-border-radius-002,fail,0.50,sp12_layout_bug,
wpt/css_backgrounds/background-clip-padding-box-with-border-radius-003,css_backgrounds,yes,wpt/css_backgrounds/background-clip-padding-box-with-border-radius-003,fail,0.72,sp12_layout_bug,
wpt/css_backgrounds/background-clip_clip-border-area,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-background-geometry,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-background-geometry,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-background-geometry-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-background-geometry-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-border-image,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-border-image,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-border-image-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-border-image-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-border-on-top,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-border-on-top,fail,8.49,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-area-border-on-top-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-border-on-top-ref,fail,8.49,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-area-box-decoration-break,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-box-decoration-break,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-border-area-box-decoration-break-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-box-decoration-break-ref,fail,0.49,needs_text,SP11/SP13: Text Rendering
wpt/css_backgrounds/background-clip_clip-border-area-multiple-backgrounds,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-multiple-backgrounds,fail,4.08,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-area-multiple-backgrounds-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-multiple-backgrounds-ref,fail,7.93,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-area-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-area-ref,fail,30.62,sp12_layout_bug,
wpt/css_backgrounds/background-clip_clip-border-box,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-box,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-box_with_position,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-box_with_radius,fail,12.05,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-border-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-border-box_with_size,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-content-box,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-content-box,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-content-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-content-box_with_position,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-content-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-content-box_with_radius,fail,12.05,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-content-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-content-box_with_size,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-padding-box,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-padding-box,fail,1.11,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-padding-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-padding-box_with_position,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-padding-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-padding-box_with_radius,fail,12.05,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-padding-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-padding-box_with_size,fail,11.36,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-clip_clip-rounded-corner,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-rounded-corner,fail,0.00,sp12_layout_bug,
wpt/css_backgrounds/background-clip_clip-rounded-corner-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-rounded-corner-ref,fail,0.00,sp12_layout_bug,
wpt/css_backgrounds/background-clip_clip-text-animated-text-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-animated-text-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-dynamic-2-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-dynamic-2-ref,fail,32.27,needs_font_metrics,SP11: Font Metrics
wpt/css_backgrounds/background-clip_clip-text-ellipsis,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-ellipsis,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-ellipsis-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-ellipsis-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-flex,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-flex,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-flex-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-flex-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-out-of-flow-child-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-out-of-flow-child-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-text-decorations,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-text-decorations,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-text-decorations-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-text-decorations-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-text-emphasis,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-text-emphasis,pass,0.00,,
wpt/css_backgrounds/background-clip_clip-text-text-emphasis-ref,css_backgrounds,yes,wpt/css_backgrounds/background-clip_clip-text-text-emphasis-ref,pass,0.00,,
wpt/css_backgrounds/background-clip_padding-box,css_backgrounds,yes,wpt/css_backgrounds/background-clip_padding-box,fail,0.01,sp12_layout_bug,
wpt/css_backgrounds/background-color-body-propagation-001,css_backgrounds,yes,wpt/css_backgrounds/background-color-body-propagation-001,pass,0.00,,
wpt/css_backgrounds/background-color-body-propagation-002,css_backgrounds,yes,wpt/css_backgrounds/background-color-body-propagation-002,fail,93.33,sp12_layout_bug,
wpt/css_backgrounds/background-color-body-propagation-ref,css_backgrounds,yes,wpt/css_backgrounds/background-color-body-propagation-ref,pass,0.00,,
wpt/css_backgrounds/background-color-clip,css_backgrounds,yes,wpt/css_backgrounds/background-color-clip,fail,1.02,sp12_layout_bug,
wpt/css_backgrounds/background-color-no-body-propagation-ref,css_backgrounds,yes,wpt/css_backgrounds/background-color-no-body-propagation-ref,pass,0.00,,
wpt/css_backgrounds/background-gradient-interpolation-001,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-interpolation-001,fail,6.37,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-gradient-interpolation-001-notref,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-interpolation-001-notref,fail,6.37,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-gradient-interpolation-002,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-interpolation-002,pass,0.00,,
wpt/css_backgrounds/background-gradient-interpolation-002-notref,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-interpolation-002-notref,pass,0.00,,
wpt/css_backgrounds/background-gradient-interpolation-003,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-interpolation-003,pass,0.00,,
wpt/css_backgrounds/background-gradient-subpixel-fills-area,css_backgrounds,yes,wpt/css_backgrounds/background-gradient-subpixel-fills-area,fail,4.40,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-001,css_backgrounds,yes,wpt/css_backgrounds/background-image-001,pass,0.00,,
wpt/css_backgrounds/background-image-002,css_backgrounds,yes,wpt/css_backgrounds/background-image-002,pass,0.00,,
wpt/css_backgrounds/background-image-005,css_backgrounds,yes,wpt/css_backgrounds/background-image-005,fail,2.12,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-image-006,css_backgrounds,yes,wpt/css_backgrounds/background-image-006,fail,2.12,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-image-centered,css_backgrounds,yes,wpt/css_backgrounds/background-image-centered,fail,6.37,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-centered-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-centered-ref,fail,6.37,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-centered-with-border-radius,css_backgrounds,yes,wpt/css_backgrounds/background-image-centered-with-border-radius,fail,0.00,"needs_text,needs_image",SP11/SP13: Text Rendering; SP13: Image Rendering
wpt/css_backgrounds/background-image-cover-zoomed-1,css_backgrounds,yes,wpt/css_backgrounds/background-image-cover-zoomed-1,fail,10.70,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-image-gradient-currentcolor-conic-repaint-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-gradient-currentcolor-conic-repaint-ref,fail,2.11,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-gradient-currentcolor-linear-repaint-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-gradient-currentcolor-linear-repaint-ref,fail,2.10,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-gradient-currentcolor-radial-repaint-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-gradient-currentcolor-radial-repaint-ref,fail,2.12,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-gradient-currentcolor-visited-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-gradient-currentcolor-visited-ref,fail,2.10,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-gradient-interpolation-repaint-ref,css_backgrounds,yes,wpt/css_backgrounds/background-image-gradient-interpolation-repaint-ref,fail,2.12,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-image-large-with-auto,css_backgrounds,yes,wpt/css_backgrounds/background-image-large-with-auto,fail,2.54,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-image-with-border-radius-fidelity,css_backgrounds,yes,wpt/css_backgrounds/background-image-with-border-radius-fidelity,pass,0.00,,
wpt/css_backgrounds/background-margin-root-ref,css_backgrounds,yes,wpt/css_backgrounds/background-margin-root-ref,fail,85.50,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-margin-transformed-root-ref,css_backgrounds,yes,wpt/css_backgrounds/background-margin-transformed-root-ref,fail,85.50,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-margin-will-change-root-ref,css_backgrounds,yes,wpt/css_backgrounds/background-margin-will-change-root-ref,fail,85.50,needs_gradient,SP13: Gradient Rendering
wpt/css_backgrounds/background-none-none-and-color,css_backgrounds,yes,wpt/css_backgrounds/background-none-none-and-color,fail,0.75,sp12_layout_bug,
wpt/css_backgrounds/background-none-none-and-color-ref,css_backgrounds,yes,wpt/css_backgrounds/background-none-none-and-color-ref,fail,0.75,sp12_layout_bug,
wpt/css_backgrounds/background-origin-002,css_backgrounds,yes,wpt/css_backgrounds/background-origin-002,pass,0.00,,
wpt/css_backgrounds/background-origin-003,css_backgrounds,yes,wpt/css_backgrounds/background-origin-003,pass,0.00,,
wpt/css_backgrounds/background-origin-004,css_backgrounds,yes,wpt/css_backgrounds/background-origin-004,pass,0.00,,
wpt/css_backgrounds/background-origin-005,css_backgrounds,yes,wpt/css_backgrounds/background-origin-005,pass,0.00,,
wpt/css_backgrounds/background-origin-006,css_backgrounds,yes,wpt/css_backgrounds/background-origin-006,pass,0.00,,
wpt/css_backgrounds/background-origin-007,css_backgrounds,yes,wpt/css_backgrounds/background-origin-007,pass,0.00,,
wpt/css_backgrounds/background-origin-008,css_backgrounds,yes,wpt/css_backgrounds/background-origin-008,pass,0.00,,
wpt/css_backgrounds/background-origin_origin-border-box,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-border-box,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-border-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-border-box_with_position,pass,0.00,,
wpt/css_backgrounds/background-origin_origin-border-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-border-box_with_radius,fail,1.07,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-border-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-border-box_with_size,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-content-box,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-content-box,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-content-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-content-box_with_position,pass,0.00,,
wpt/css_backgrounds/background-origin_origin-content-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-content-box_with_radius,fail,1.07,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-content-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-content-box_with_size,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-padding-box,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-padding-box,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-padding-box_with_position,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-padding-box_with_position,pass,0.00,,
wpt/css_backgrounds/background-origin_origin-padding-box_with_radius,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-padding-box_with_radius,fail,1.07,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-origin_origin-padding-box_with_size,css_backgrounds,yes,wpt/css_backgrounds/background-origin_origin-padding-box_with_size,fail,1.00,needs_image,SP13: Image Rendering
wpt/css_backgrounds/background-paint-order-001,css_backgrounds,yes,wpt/css_backgrounds/background-paint-order-001,pass,0.00,,
wpt/css_backgrounds/background-position-negative-percentage-comparison,css_backgrounds,yes,wpt/css_backgrounds/background-position-negative-percentage-comparison,pass,0.00,,
wpt/css_backgrounds/background-position-negative-percentage-comparison-002,css_backgrounds,yes,wpt/css_backgrounds/background-position-negative-percentage-comparison-002,pass,0.00,,
wpt/css_backgrounds/background-position-subpixel-at-border.tentative,css_backgrounds,yes,wpt/css_backgrounds/background-position-subpixel-at-border.tentative,pass,0.00,,
wpt/css_backgrounds/background-position-three-four-values,css_backgrounds,yes,wpt/css_backgrounds/background-position-three-four-values,pass,0.00,,
